Text,Result
"a class can override the implementation of a default method simply by implementing that method explicitly, as is done normally when implementing a java interface.",
you can access the publickey of a keypair by calling its getpublic() method.,"[('KeyPair', 'contains', 'PublicKey'), ('KeyPair', 'has method', 'KeyPair.getPublic()')]"
"if a thread (1) calls the parent.addchild(child) method at the same time as another thread (2) calls the child.setparent(parent) method, on the same parent and child instances, a deadlock can occur.","[('parent', 'has method', 'parent.addChild()'), ('child', 'has method', 'child.setParent()')]"
the add() and offer() methods differ in how the behave if the queue is full so no more elements can be added,"[('Queue', 'has method', 'add()'), ('Queue', 'has method', 'offer()')]"
"neither is the last reader.close() or the system.out.println(""--- file end ---""); statements.",
you can create a java keystore instance by calling its getinstance() method.,"[('Java KeyStore', 'method', 'Java KeyStore.getInstance()')]"
the filterwriter is a base class for implementing your own filtering writer's.,"[('FilterWriter', 'is a', 'class')]"
third the characters written to the stringwriter are obtained via the two methods tostring() and getbuffer().,"[('StringWriter', 'method', 'toString()'), ('StringWriter', 'method', 'getBuffer()')]"
"remember, a java class can only have 1 superclass, but it can implement multiple interfaces.",
here is how the lockwrite() and unlockwrite() methods look after that change:,
here is an example of obtaining the root directory path of a streamstoragerootfs via its getrootdirpath() method:,"[('StreamStorageRootFS', 'method', 'StreamStorageRootFS.getRootDirPath()')]"
deque.removelast() is different from polllast() which returns null if the deque is empty,"[('Deque', 'has method', 'removeLast()'), ('Deque', 'has method', 'pollLast()')]"
the resolve() method will not allow any given classloader instance to link the same class twice.,
"the java pushbackinputstream is a subclass of the java inputstream so it inherits its public methods - read(), close() etc.","[('PushbackInputStream', 'inherits method', 'InputStream.read()'), ('PushbackInputStream', 'subclass of', 'InputStream'), ('PushbackInputStream', 'inherits method', 'InputStream.close()')]"
also notice how it is not necessary to cast the string instance returned by the get() method.,
