Text,Result
"in other words, the calling thread must call wait() or notify() from inside a synchronized block.","['(method, collaboration, method): (wait(), must call from inside a synchronized block, notify)']"
the files.exists() method checks if a given path exists in the file system.,[]
"you don't have to define a constructor for a class, but if you don't define any constructor, the java compiler will insert a default, no-argument constructor for you.","['(class, creation, method): (java compiler, insert, constructor)']"
"use integer.valueof(1) multiple times as monitor object), then you risk that those synchronized blocks all get synchronized on the same object.","['(class, containment, method): (integer, use as monitor object, integer.valueof)']"
after running this code the size variable should contain the value 3 - because the queue contains 3 elements at the time size() is called.,"['(class, containment, method): (queue, contains, size)']"
java.io.inputstreamreader example creates a fileinputstream and wraps it in a inputstreamreader,"['(class, containment, class): (java.io.fileinputstream, wraps, java.io.inputstreamreader)']"
"this speeds up object mapping cache lookups because the hashcode() method returns this int id, and because equals() also only compares int id's, instead of class objects, table names etc.","['(method, equivalence, method): (hashcode(), compares, equals)']"
if your java sortedmap was created using a comparator you can obtain the comparator used via the sortedmap comparator() method,[]
the atomicreferencearray in the java.util.concurrent.atomic package is an array of object references which can be updated atomically.,[]
"as parameter to the arrays.sort() method we pass the employee array, and a comparator implementation which can determine the order of employee objects.",[]
"if the deque is empty, poll() returns null. this is different than remove() which throws an exception if the deque is empty.","['(method, difference, method): (poll(), returns null if empty, remove)', '(method, difference, method): (remove(), throws exception if empty, poll)']"
if you look at the example in the previous section imagine what happens if an exception is thrown between the call to lock.lock() and lock.unlock(),"['(method, dependency, method): (lock.lock(), relies on, lock.unlock)']"
after running this java example the removedelement variable will point to the string object element 2 - since that element was the last element of the deque when removelast() was called.,[]
"the channel returned by the selectionkey.channel() method should be cast to the channel you need to work with, e.g a serversocketchannel or socketchannel etc.",[]
java allows this because the class myinterfaceimpl implements the myinterface interface.,"['(class, implementation, interface): (myinterfaceimpl, implements, myinterface)']"
"once allocated, no other allocate() call can allocate the same block until it has been freed.","['(method, limitation, method): (allocate(), cannot allocate the same block, allocate)']"
"but, since the thread waiting in lock() has not yet called queueobject.wait(), the call to queueobject.notify() passes into oblivion.","['(method, dependency, method): (lock(), relies on, wait)']"
"if you need to insert another row, explicitly call movetoinsertrow() to signal this to the resultset.",[]
inside the inner() method the thread will again try to lock the lock instance.,[]
you can convert a java list to a java array using the list toarray() method.,"['(class, conversion, class): (list, convert, array)', '(class, implementation, class): (list, toarray(), array)']"
"more precisely, a java enum type is a special kind of java class.","['(class, containment, class): (java class, is a special kind of, java enum type)']"
the read() and write() calls on the streams are blocking meaning if you try to use the same thread to both read and write this may result in the thread deadlocking itself,"['(method, limitation, method): (read(), blocking, write)']"
as you can see the readnumberfromurl() needs to declare throwing both the badurlexception and the badnumberexception that are thrown from the readdatafromurl() and converdata() methods.,"['(method, dependency, method): (readnumberfromurl(), are thrown from, readdatafromurl)', '(method, dependency, method): (readnumberfromurl(), are thrown from, converdata)']"
"in fact, a subclass constructor is required to call one of the constructors in the superclass as the very first action inside the constructor body.",[]
"the waiting thread would call dowait(), and the notifying thread would call donotify().","['(method, collaboration, method): (dowait(), communicates_with, donotify)']"
you may also be able to use the stringreader and stringwriter classes in your unit tests.,"['(class, collaboration, class): (stringreader, use, stringwriter)']"
here is an example of adding an element to the beginning of a java deque using the push() method:,"['(class, containment, method): (deque, adding an element, push)']"
java.io.chararrayreader is also possible to write data to an bytearrayoutputstream or chararraywriter,"['(class, collaboration, class): (java.io.chararrayreader, possible to write data to, java.io.bytearrayoutputstream)', '(class, collaboration, class): (java.io.chararrayreader, possible to write data to, java.io.chararraywriter)']"
the removelast() method removes the last element of a deque - meaning the element at the tail of the deque.,"['(class, containment, method): (deque, includes, removelast)']"
"the httpservlet class has methods you can override for each http method (get, post etc.).","['(class, containment, method): (httpservlet, has methods for, get)', '(class, containment, method): (httpservlet, has methods for, post)']"
the walkfiletree() method takes a path instance and a filevisitor as parameters.,[]
here is an example of writing a java calendar as a rion utc field to the destination byte array using the rionwriter writeutc() method:,"['(class, execution, method): (rionwriter, carries out, writeutc)']"
"if not, it processes that char and continues reading until -1 is returned from the bufferedreader read() method.","['(class, execution, method): (bufferedreader, processes, read)']"
"you may be tempted then to always call notifyall() instead notify(), but this is a bad idea performance wise.","['(method, preference, method): (notifyall(), is favored over, notify)']"
here is an example of obtaining the certpath type via gettype():,[]
the java inputstreamreader class java.io.inputstreamreader wraps a java inputstream thereby turning the byte based inputstream into a character based reader,"['(class, conversion, class): (java.io.inputstreamreader, wraps, java.io.inputstream)', '(class, conversion, class): (java.io.inputstreamreader, turning into, reader)']"
the assertnull() and assertnotnull() methods test a single variable to see if it is null or not null.,"['(method, difference, method): (assertnull, is different from, assertnotnull)']"
"what matters is, that once the while loop ends, and you are done writing data to the outputstream, its close() method is called, which closes the outputstream .","['(class, execution, method): (outputstream, is closed by, close)']"
the package structure (directory structure) from the source directory will be preserved under the class directory.,[]
the second method of reading data from an asynchronousfilechannel is to call the read() method version that takes a completionhandler as a parameter.,[]
"assuming that the myservice class implements an interface called iservice, you can create a mock implementation of the iservice interface using this code:","['(class, implementation, interface): (myservice, implements, iservice)']"
"you will typically also get more help from your ide's code completion when writing it, because the ide will recognize both the doprocess() and process() methods.","['(method, equivalence, method): (doprocess(), recognize, process)']"
"you have to implement the filevisitor interface yourself, and pass an instance of your implementation to the walkfiletree() method.",[]
the blockingqueue put() method inserts the element into the blockingqueue if it has space for it internally.,"['(class, containment, method): (blockingqueue, inserts, put)']"
"the compareandset() method can compare the reference stored in the atomicstampedreference instance with an expected reference, and the stored stamp with an expected stamp, and if they two references and stamps are the same (not equal as in equals() but same as in ==), then a new reference can be set on the atomicstampedreference instance.","['(method, difference, method): (compareandset(), not equal as in, equals)']"
"the objects.equals(o, element) statement is used to check if the parameter object o matches a given element in the blockingqueue.",[]
"notice how the calculate() method both locks the calculator instance's lock before performing any calculations, and also call the add() and subtract() methods which also locks the lock.","['(method, dependency, method): (calculate(), relies on, add)', '(method, dependency, method): (calculate(), relies on, subtract)', '(class, containment, class): (calculator, includes, lock)']"
"this little script defines the ""max"" factory as a call to the static max() method with input parameter 0 and 1 passed to the max() method.","['(method, execution, method): (max(), call, max)']"
the second way you can iterate the elements of a java iterable is by obtaining a java iterator from it by calling the iterable iterator() method.,[]
the calls to myunit.getthesameobject() are inlined into the assertsame() and assertnotsame() method calls.,"['(method, difference, method): (assertsame(), inlined into, assertnotsame)']"
"the java.util.concurrent.concurrentnavigablemap class is a java.util.navigablemap with support for concurrent access, and which has concurrent access enabled for its submaps.","['(class, implementation, interface): (java.util.concurrent.concurrentnavigablemap, is a, java.util.navigablemap)']"
you add elements to the beginning end of a deque using the add() method.,"['(class, containment, method): (deque, add elements to, add)']"
when the thread calling lock() right after calls queueobject.wait() it will remain blocked until some other thread calls unlock() which may never happen,"['(method, dependency, method): (lock(), relies on, wait)', '(method, dependency, method): (wait(), relies on, unlock)']"
"one way to solve this problem would be to create a common superclass for the vehicle and driver class, which has the storage and serialization methods.","['(class, containment, method): (vehicle, has, storage)', '(class, containment, method): (vehicle, has, serialization)', '(class, containment, method): (driver, has, storage)', '(class, containment, method): (driver, has, serialization)']"
"the java stream findfirst() method finds the first element in the stream, if any elements are present in the stream.","['(class, containment, method): (stream, includes, findfirst)']"
you can set the value of an atomicboolean using the set() method.,"['(class, modification, method): (atomicboolean, set(), set)']"
the only difference is that you call begintransactionscope() and endtransactionscope() instead.,"['(method, difference, method): (begintransactionscope(), is different from, endtransactionscope)']"
the number of entries in a java map is also referred to as the map size - hence the method name size() .,"['(class, containment, method): (map, referred to as, size)']"
"the compareandset() method can compare the reference stored in the atomicreference instance with an expected reference, and if they two references are the same (not equal as in equals() but same as in ==), then a new reference can be set on the atomicreference instance.","['(method, difference, method): (compareandset(), not equal as in, equals)']"
here is an example of obtaining the last key of a sortedmap via its lastkey() method:,[]
you can obtain the log level of a logger using the getlevel() method:,[]
by calling iterator() you can obtain an iterator from the given collection.,[]
"if multiple threads are awakened using notifyall() only one awakened thread at a time can exit the wait() method, since each thread must obtain the lock on the monitor object in turn before exiting wait().","['(method, limitation, method): (notifyall(), must obtain the lock on the monitor object in turn before exiting, wait)']"
"the atomicboolean class is located in the java.util.concurrent.atomic package, so the full class name is java.util.concurrent.atomic.atomicboolean .",[]
the atomicstampedreference also contains a getstamp() method which can be used to obtain the internally stored stamp.,"['(class, containment, method): (atomicstampedreference, contains, getstamp)']"
you can read a java long from the datainputstream using its readlong() method.,"['(class, execution, method): (datainputstream, uses, readlong)']"
"though the error may seem the same to method1() no matter which of method2() and method3() that called it, this may important to know for the developer investigating the error.","['(method, execution, method): (method2(), called, method1)', '(method, execution, method): (method3(), called, method1)']"
you can write data to the tcp connection via the netsocket write() method.,"['(class, execution, method): (netsocket, write data to, write)']"
this is true even if the subclass is not located in the same package as the superclass.,[]
"the java stream allmatch() method is a terminal operation that takes a single predicate as parameter, starts the internal iteration of elements in the stream, and applies the predicate parameter to each element.","['(class, containment, method): (stream, includes, allmatch)']"
"again, here the first() and next() methods return the unicode index of the found word boundary.","['(method, dependency, method): (first(), return, next)']"
"this class has a compareandset() function which will compare the value of the atomicboolean instance to an expected value, and if has the expected value, it swaps the value with a new value.","['(class, containment, method): (atomicboolean, has, compareandset)']"
notice how the readdatafromurl() method no longer declares that it throws badurlexception.,[]
"as mentioned earlier, the datainputstream class is often used together with a dataoutputstream.","['(class, collaboration, class): (datainputstream, used together with, dataoutputstream)']"
fairlock creates a new instance of queueobject and enqueue it for each thread calling lock().,"['(method, creation, class): (lock(), creates, queueobject)']"
by walking through all directories and deleting all files (inside visitfile()) in each directory and afterwards delete the directory itself (inside postvisitdirectory()) you can delete a directory with all subdirectories and files,"['(method, execution, method): (visitfile(), delete files, postvisitdirectory)']"
the getresourcebundle() method returns the resourcebundle (if any) used to localize the message of this logrecord.,"['(class, collaboration, class): (resourcebundle, used to localize, logrecord)']"
"but remember, a connection has been opened already when the daomanager is instantiated, which happens before the dopersistenceaction() method is called.",[]
the exception thrown when attempting to close the resource would be available inside the throwable array returned by e.getsuppressed().,"['(class, containment, method): (throwable, includes, getsuppressed)']"
"the rion ops rionwriter class, com.nanosai.rionops.rion.write.rionwriter, enables you to write rion fields easily and efficiently.",[]
"the compareandset() method of the atomicreferencearray can compare the current reference stored in a given element with an expected reference, and if the references are the same, swap the current reference with a new reference.","['(class, containment, method): (atomicreferencearray, method, compareandset)']"
"you don't need to know exactly what class a given object is of, as long as you know what interface it implements.","['(class, implementation, interface): (class, implements, interface)']"
"if the read() method returns -1, there is no more data to read in the filereader, and it can be closed.",[]
the java nio files class also contains a function for moving files from one path to another.,"['(class, containment, method): (files, contains, move)']"
creating a duration object is done using one of the duration class factory methods.,"['(method, creation, class): (factory methods, creates, duration)']"
the getthrown() method returns the throwable that was marked thrown when logging the message represented by this logrecord.,[]
"the java filewriter class is a subclass of the java writer class, by the way.","['(class, implementation, class): (filewriter, subclass of, writer)']"
exactly how to handle the calls to commit() and / or rollback() is covered in the jdbc transactions tutorial.,"['(method, collaboration, method): (commit(), handle, rollback)']"
here is an example of reading a double from a java datainputstream using readdouble():,"['(class, containment, method): (datainputstream, includes, readdouble)']"
if thread a is executing add() then thread b cannot execute neither add() nor subtract() until thread a has exited add().,"['(method, limitation, method): (add(), cannot execute, subtract)']"
"a class can override the implementation of a default method simply by implementing that method explicitly, as is done normally when implementing a java interface.","['(class, implementation, interface): (class, implementing, interface)']"
you can access the publickey of a keypair by calling its getpublic() method.,[]
"if a thread (1) calls the parent.addchild(child) method at the same time as another thread (2) calls the child.setparent(parent) method, on the same parent and child instances, a deadlock can occur.","['(method, dependency, method): (addchild, relies on, setparent)']"
the add() and offer() methods differ in how the behave if the queue is full so no more elements can be added,"['(method, difference, method): (add(), differ in behavior, offer)']"
"neither is the last reader.close() or the system.out.println(""--- file end ---""); statements.","['(method, difference, method): (reader.close(), is different to, system.out.println)']"
you can create a java keystore instance by calling its getinstance() method.,"['(class, creation, method): (keystore, create, getinstance)']"
the filterwriter is a base class for implementing your own filtering writer's.,"['(class, implementation, class): (filterwriter, is a base class for implementing, writer)']"
third the characters written to the stringwriter are obtained via the two methods tostring() and getbuffer().,[]
"remember, a java class can only have 1 superclass, but it can implement multiple interfaces.","['(class, implementation, interface): (class, implement, interface)']"
here is how the lockwrite() and unlockwrite() methods look after that change:,"['(method, dependency, method): (lockwrite(), relies on, unlockwrite)']"
here is an example of obtaining the root directory path of a streamstoragerootfs via its getrootdirpath() method:,[]
deque.removelast() is different from polllast() which returns null if the deque is empty,"['(method, difference, method): (deque.removelast(), is different from, polllast)']"
the resolve() method will not allow any given classloader instance to link the same class twice.,"['(method, limitation, class): (resolve(), not allow, classloader)']"
"the java pushbackinputstream is a subclass of the java inputstream so it inherits its public methods - read(), close() etc.","['(class, implementation, class): (pushbackinputstream, is a subclass of, inputstream)', '(class, implementation, class): (pushbackinputstream, inherits methods from, inputstream)']"
also notice how it is not necessary to cast the string instance returned by the get() method.,[]
you can check if a java module is an open module or not via the moduledescriptor isopen() method.,"['(class, containment, method): (moduledescriptor, includes, isopen)']"
"thus, each java class belongs to a package, and the package belongs to a module.",[]
an abstract class can have a mixture of abstract and non-abstract methods.,"['(class, containment, method): (class, have, method)']"
"then the thread executing the main() method (the main thread) sleeps for 10 seconds, and then calls the dostop() method of the myrunnable instance.","['(method, execution, method): (main(), calls, dostop)']"
here is an example of how to create a duration object using the between() method:,"['(class, creation, method): (duration, create, between)']"
the java stream interface contains a static method called concat() which can concatenate two streams into one.,[]
just like with the read() method the write() method advances the file pointer after being called.,"['(method, dependency, method): (read(), advances the file pointer after being called, write)']"
as you can see both the waiting and notifying thread calls wait() and notify() from within a synchronized block.,"['(method, collaboration, method): (wait(), calls from within a synchronized block, notify)']"
the java.util.concurrent.cyclicbarrier class is a synchronization mechanism that can synchronize threads progressing through some algorithm.,[]
you open a jdbc connection by call the java.sql.drivermanager class method getconnection().,"['(class, execution, method): (java.sql.drivermanager, opens, getconnection)']"
it is possible to get a character at a certain index in a string using the charat() method.,[]
here is an example of pausing a java thread for 3 seconds (3.000 millliseconds) by calling the thread sleep() method:,"['(class, execution, method): (thread, pausing, sleep)']"
object.wait(long timeout) allows other threads to call wait() or notify() too since these methods must be called from inside a synchronized block,"['(method, collaboration, method): (object.wait, allows, wait)', '(method, collaboration, method): (object.wait, allows, notify)']"
"this example creates a breakiterator targeted at the british language, and sets the text to find character breaks in using the settext() method.","['(class, creation, method): (breakiterator, creates, settext)']"
the java chararraywriter class (java.io.chararraywriter) makes it possible to write characters via the writer methods (chararraywriter is a subclass of writer) and convert the written characters into a char array.,"['(class, implementation, class): (chararraywriter, subclass of, writer)']"
"you create a java mac instance by calling the mac.getinstance() method, passing as parameter the name of the algorithm to use.","['(class, creation, method): (mac, create, mac.getinstance)']"
"notice however, that since the myrunnable class is not a subclass of thread, it does not have access to the getname() method of the thread executing it.",[]
you do so by calling the cipher update() or dofinal() methods.,"['(method, execution, method): (cipher.update(), calling, cipher.dofinal)']"
"if a method declares that it throws an exception a, then it is also legal to throw subclasses of a.","['(method, limitation, method): (method, throws, exception)']"
here is an example of how to use a iresultsetprocessor with the read() methods:,[]
fileinputstream is a subclass of inputstream so it is safe to assign an instance of fileinputstream to an inputstream variable (the inputstream variable).,"['(class, implementation, class): (fileinputstream, is a subclass of, inputstream)']"
"if you need an integer value, use the round(), floor() or ceil() method.","['(method, equivalence, method): (round(), similar in usage, floor)', '(method, equivalence, method): (round(), similar in usage, ceil)', '(method, equivalence, method): (floor(), similar in usage, ceil)']"
you can still call the other main() methods from inside the main() method the java virtual machine executes (you haven't seen how yet) and you can also start up multiple virtual machines which each execute a single main() method.,"['(class, execution, method): (java virtual machine, executes, main)']"
deque.removefirst() is different from pollfirst() which returns null if the deque is empty,"['(method, difference, method): (deque.removefirst(), is different from, pollfirst)']"
"each of the methods ceilingentry(), floorentry(), higherentry() and lowerentry() will be covered in the following sections.","['(method, equivalence, method): (ceilingentry(), is covered with, floorentry())  )', '(method, equivalence, method): (ceilingentry(), is covered with, higherentry())  )', '(method, equivalence, method): (ceilingentry(), is covered with, lowerentry())  )', '(method, equivalence, method): (floorentry(), is covered with, higherentry())  )', '(method, equivalence, method): (floorentry(), is covered with, lowerentry())  )', '(method, equivalence, method): (higherentry(), is covered with, lowerentry)']"
"the pollfirst() method removes an element from the beginning of the deque, just like poll().","['(method, equivalence, method): (pollfirst(), similar to, poll)']"
"you can access the annotations of a class, method or field at runtime.",[]
working with arrays via java reflection is done using the java.lang.reflect.array class.,[]
"note: even if the class is called rollingbufferinputstream, it is not an inputstream subclass.","['(class, difference, class): (rollingbufferinputstream, is not a subclass of, inputstream)']"
if the marksupported() method returns false then mark() and reset() are not supported.,"['(method, limitation, method): (marksupported(), not supported, mark)', '(method, limitation, method): (marksupported(), not supported, reset)']"
"if no field exists with the name given as parameter to the getfield() method, a nosuchfieldexception is thrown.",[]
